,active,value_2,value_1,definition,source
690,TRUE,TOYS_MOBILITY_OTHER,Doll houses and other play scenes,,
691,TRUE,TOYS_MOBILITY_OTHER,"Track and field (activity, apparel or equipment",,
692,TRUE,TOYS_MOBILITY_OTHER,"Roller hockey (activity, apparel or equipment)",,
693,TRUE,TOYS_MOBILITY_OTHER,Bicycles or accessories (excluding mountain or all-terrain bicycles),,
694,TRUE,TOYS_MOBILITY_OTHER,Utility vehicles,,
695,TRUE,TOYS_MOBILITY_OTHER,"Fitness/activity tracker, personal (including pedometers and non-medical heart rate monitors)",,
696,TRUE,TOYS_MOBILITY_OTHER,"Minibikes, powered",,
697,TRUE,WORKSHOP_TOOL_APPARATUS,Hammers,,
698,TRUE,WORKSHOP_TOOL_APPARATUS,Stretch cords or stretch straps,,
699,TRUE,WORKSHOP_TOOL_APPARATUS,Trouble lights or extension work lights,,
700,TRUE,WORKSHOP_TOOL_APPARATUS,"Tools, not specified",,
701,TRUE,WORKSHOP_TOOL_APPARATUS,"Power saws, other or not specified",,
702,TRUE,WORKSHOP_TOOL_APPARATUS,Power lathes,,
703,TRUE,WORKSHOP_TOOL_APPARATUS,Internal combustion engines (nonvehicular),,
704,TRUE,WORKSHOP_TOOL_APPARATUS,Heavy-duty workshop staplers,,
705,TRUE,WORKSHOP_TOOL_APPARATUS,Band saws,,
706,TRUE,WORKSHOP_TOOL_APPARATUS,Air compressors (separate),,
707,TRUE,WORKSHOP_TOOL_APPARATUS,Workshop furnishings,,
708,TRUE,WORKSHOP_TOOL_APPARATUS,Nonelectric soldering equipment,,
709,TRUE,WORKSHOP_TOOL_APPARATUS,"Awls, chisels or planes",,
710,TRUE,WORKSHOP_TOOL_APPARATUS,Power shapers,,
711,TRUE,WORKSHOP_TOOL_APPARATUS,Vises or workshop clamps,,
712,TRUE,WORKSHOP_TOOL_APPARATUS,"Sprayers, not elsewhere classified",,
713,TRUE,WORKSHOP_TOOL_APPARATUS,Other portable or stationary power tools,,
714,TRUE,WORKSHOP_TOOL_APPARATUS,Radial arm saws,,
715,TRUE,WORKSHOP_TOOL_APPARATUS,Glue guns,,
716,TRUE,WORKSHOP_TOOL_APPARATUS,Hand saws,,
717,TRUE,WORKSHOP_TOOL_APPARATUS,Cutting torches,,
718,TRUE,WORKSHOP_TOOL_APPARATUS,Rope or string (excluding mountain climbing or jump ropes and kite strings),,
719,TRUE,WORKSHOP_TOOL_APPARATUS,"Workshop grinders, buffers, or polishers, not specified",,
720,TRUE,WORKSHOP_TOOL_APPARATUS,Jigsaws,,
721,TRUE,WORKSHOP_TOOL_APPARATUS,"Chains, not elsewhere classified",,
722,TRUE,WORKSHOP_TOOL_APPARATUS,Knives with replaceable blades,,
723,TRUE,WORKSHOP_TOOL_APPARATUS,Manual drills,,
724,TRUE,WORKSHOP_TOOL_APPARATUS,Sabre saws,,
725,TRUE,WORKSHOP_TOOL_APPARATUS,Welding equipment,,
726,TRUE,WORKSHOP_TOOL_APPARATUS,"Manual workshop grinders, buffers or polishers",,
727,TRUE,WORKSHOP_TOOL_APPARATUS,Electrical testing equipment,,
728,TRUE,WORKSHOP_TOOL_APPARATUS,Electric motors (separate),,
729,TRUE,WORKSHOP_TOOL_APPARATUS,"Saws, not specified",,
730,TRUE,WORKSHOP_TOOL_APPARATUS,Reamers,,
731,TRUE,WORKSHOP_TOOL_APPARATUS,Toolboxes or tool kits (excluding tools),,
732,TRUE,WORKSHOP_TOOL_APPARATUS,Stationary power drills and accessories,,
733,TRUE,WORKSHOP_TOOL_APPARATUS,Nail guns or stud drivers,,
734,TRUE,WORKSHOP_TOOL_APPARATUS,Battery chargers/adapters,,
735,TRUE,WORKSHOP_TOOL_APPARATUS,"Torches, not specified",,
736,TRUE,WORKSHOP_TOOL_APPARATUS,Screwdrivers,,
737,TRUE,WORKSHOP_TOOL_APPARATUS,Manual filing or sanding tools,,
738,TRUE,WORKSHOP_TOOL_APPARATUS,Power routers,,
739,TRUE,WORKSHOP_TOOL_APPARATUS,"Hoists, lifts, jacks or jack stands",,
740,TRUE,WORKSHOP_TOOL_APPARATUS,"Power workshop grinders, buffers or polishers",,
741,TRUE,WORKSHOP_TOOL_APPARATUS,Bench or table saws,,
742,TRUE,WORKSHOP_TOOL_APPARATUS,"Power drills or accessories, not specified",,
743,TRUE,WORKSHOP_TOOL_APPARATUS,Batteries,,
744,TRUE,WORKSHOP_TOOL_APPARATUS,Power sanders,,
745,TRUE,WORKSHOP_TOOL_APPARATUS,Levels,,
746,TRUE,WORKSHOP_TOOL_APPARATUS,Drain snakes,,
747,TRUE,WORKSHOP_TOOL_APPARATUS,Other manual workshop tools,,
748,TRUE,WORKSHOP_TOOL_APPARATUS,"Painting equipment, powered (including sprayers, rollers or brushes)",,
749,TRUE,WORKSHOP_TOOL_APPARATUS,Power jointers,,
750,TRUE,WORKSHOP_TOOL_APPARATUS,Automotive tools or accessories,,
751,TRUE,WORKSHOP_TOOL_APPARATUS,Portable circular power saws,,
752,TRUE,WORKSHOP_TOOL_APPARATUS,"Wire, not specified",,
753,TRUE,WORKSHOP_TOOL_APPARATUS,"Drills, not specified",,
754,TRUE,WORKSHOP_TOOL_APPARATUS,Hacksaws,,
755,TRUE,WORKSHOP_TOOL_APPARATUS,"Pliers, wire cutters or wrenches",,
756,TRUE,WORKSHOP_TOOL_APPARATUS,Workshop compounds or chemicals,,
757,TRUE,WORKSHOP_TOOL_APPARATUS,"Soldering equipment, not specified",,
758,TRUE,WORKSHOP_TOOL_APPARATUS,Electric soldering equipment,,
759,TRUE,WORKSHOP_TOOL_APPARATUS,Portable power drills and accessories,,
760,TRUE,YARD_GARDEN_EQUIPMENT,"Garden hoses, nozzles or sprinklers",,
761,TRUE,YARD_GARDEN_EQUIPMENT,"Pruning or trimming equipment, not specified",,
762,TRUE,YARD_GARDEN_EQUIPMENT,"Insect traps, powered",,
763,TRUE,YARD_GARDEN_EQUIPMENT,"Decorative water features, including man-made ponds and fountains",,
764,TRUE,YARD_GARDEN_EQUIPMENT,Grass and leaf catchers (attachments for lawn mowers),,
765,TRUE,YARD_GARDEN_EQUIPMENT,"Lawn mowers, not specified",,
766,TRUE,YARD_GARDEN_EQUIPMENT,Leaf blowers,,
767,TRUE,YARD_GARDEN_EQUIPMENT,"Brushcutters, powered",,
768,TRUE,YARD_GARDEN_EQUIPMENT,Manual push mowers (unpowered),,
769,TRUE,YARD_GARDEN_EQUIPMENT,Other unpowered garden tools,,
770,TRUE,YARD_GARDEN_EQUIPMENT,"Decorative yard equipment, excluding water features",,
771,TRUE,YARD_GARDEN_EQUIPMENT,Animal traps,,
772,TRUE,YARD_GARDEN_EQUIPMENT,Lawn vacuums,,
773,TRUE,YARD_GARDEN_EQUIPMENT,"Power lawn mowers, not specified",,
774,TRUE,YARD_GARDEN_EQUIPMENT,Other manual pruning or trimming equipment,,
775,TRUE,YARD_GARDEN_EQUIPMENT,Manual hedge trimmers,,
776,TRUE,YARD_GARDEN_EQUIPMENT,Other power pruning or trimming equipment,,
777,TRUE,YARD_GARDEN_EQUIPMENT,"Manual pruning or trimming equipment, not specified",,
778,TRUE,YARD_GARDEN_EQUIPMENT,"Pumps, not elsewhere classified",,
779,TRUE,YARD_GARDEN_EQUIPMENT,Power hedge trimmers,,
780,TRUE,YARD_GARDEN_EQUIPMENT,Power leaf mulchers and grinders,,
781,TRUE,YARD_GARDEN_EQUIPMENT,Plant foods or fertilizers for potted plants,,
782,TRUE,YARD_GARDEN_EQUIPMENT,"Lawn trimmers or edgers, powered (excluding brushcutters)",,
783,TRUE,YARD_GARDEN_EQUIPMENT,Wheelbarrows or lawn carts,,
784,TRUE,YARD_GARDEN_EQUIPMENT,Rotary power lawn mowers (walk-behind),,
785,TRUE,YARD_GARDEN_EQUIPMENT,Snow throwers/blowers,,
786,TRUE,YARD_GARDEN_EQUIPMENT,Garden sprayers,,
787,TRUE,YARD_GARDEN_EQUIPMENT,Seed and fertilizer spreaders,,
788,TRUE,YARD_GARDEN_EQUIPMENT,Power tillers or cultivators (not farm equipment),,
789,TRUE,YARD_GARDEN_EQUIPMENT,Manual lawn trimmers or edgers,,
790,TRUE,YARD_GARDEN_EQUIPMENT,"Power pruning or trimming equipment, not specified",,
791,TRUE,YARD_GARDEN_EQUIPMENT,Garden tractors,,
792,TRUE,YARD_GARDEN_EQUIPMENT,Riding power lawn mowers,,
793,TRUE,YARD_GARDEN_EQUIPMENT,Other power garden tools,,
794,TRUE,YARD_GARDEN_EQUIPMENT,Chain saws,,
795,TRUE,YARD_GARDEN_EQUIPMENT,"Greenhouse or gardening supplies (excluding plant stands, tools, hoses, sprayers and chemicals)",,
796,TRUE,YARD_GARDEN_EQUIPMENT,Manual snow or ice removal tools,,
797,TRUE,YARD_GARDEN_EQUIPMENT,Hatchets or axes,,
798,TRUE,YARD_GARDEN_EQUIPMENT,Outdoor electric lighting equipment,,
799,TRUE,YARD_GARDEN_EQUIPMENT,Log splitters,,
